GivenName,Surname,Birthday
Odo,Huppé,12/13/2003
Lance,Leclerc,10/16/1998
Alexandrin,Therriault,11/28/1997
Esmeraude,Chnadonnet,4/25/2000
Edmee,Marcil,7/30/1998
Belle,Larocque,3/14/1996
Adèle,Marcil,4/29/1997
Beltane,Paulet,11/30/2002
Delit,Daigneault,1/26/1999
Valentine,Charrette,2/25/1996
Martine,Abril,6/2/1999
Constance,Barrientos,10/31/1998
Rive,Vallée,6/28/1999
Sumner,Pépin,10/20/2003
Vivienne,Beauchamp,6/11/1995
Théodore,Pépin,4/20/1999
Gilles,Lizotte,5/12/1995
Aiglentina,Renaud,1/26/2000
Dominique,Pouliotte,5/25/1995
Benjamin,Brousseau,10/16/1999
Armand,Caron,2/6/1995
Laure,Benjamin,3/11/2004
Robert,Duranseau,9/10/2001
Merlin,Guédry,3/27/2004
Gallia,Ruais,12/25/1997
Patrick,Boulanger,11/18/1995
Heloise,Guimond,11/19/2002
Marine,Perillard,6/9/1997
Platt,Marcil,6/16/1997
Éric,Desnoyer,2/27/1996
Burrell,Laforest,8/20/2004
Jay,Brochu,4/7/1995
Odelette,Garcia,9/18/2003
Aceline,Petit,12/31/2000
Zacharie,Simon,7/4/2001
Mason,Bellemare,2/7/1997
Gradasso,Plaisance,4/15/1995
Gay,Dupuis,3/6/1999
Merle,Barrientos,4/7/2004
Somer,Majory,5/21/2003
Jolie,"De La Ronde",5/4/1998
Perrin,Courtemanche,3/30/2004
Fusberta,Tremblay,6/19/2004
Ophelia,Lamare,8/17/1997
Faye,Jalbert,7/11/2002
Mirabelle,Lafrenière,11/3/1998
Gaspar,Cadieux,6/18/2003
Mason,Lejeune,3/29/2002
Christelle,Labbé,2/20/2004
Normand,Leblanc,1/14/1998
Saville,Souplet,10/16/1995
Aya,Masson,10/11/1998
Jay,Lemelin,10/28/2003
Marcelle,Flamand,8/16/1997
Gaston,Lang,7/8/1995
Javier,Laux,11/3/1996
Adèle,Michel,2/7/2003
Bartlett,Quiron,1/21/1997
Aubin,Latourelle,5/17/1997
Amitee,Aubé,12/6/2000
Linette,Dagenais,1/29/2000
Marsilius,Parmentier,10/12/2000
Jacques,Sansouci,8/24/1998
Germaine,Sorel,4/14/1996
Bernard,Duplanty,7/26/2004
Tearlach,Boivin,12/5/2002
Donat,Girard,4/9/1997
Marcel,Vaillancour,7/2/1998
Christian,Beaulac,3/13/2003
Christian,Jacques,8/27/1995
Falerina,Rancourt,4/2/2004
Laetitia,Loiseau,10/19/1997
Mirabelle,Flamand,4/3/2003
Frédéric,Berger,5/22/1998
Manville,Deschênes,11/5/2003
Orville,Primeau,11/14/1997
Adrienne,Lavoie,3/16/1997
Vaden,Poulin,12/29/1999
Vail,Gauthier,12/21/1996
Guerin,Loiseau,10/25/1996
"La Roux",Charlebois,3/6/1997
Felicien,Goguen,12/22/1996
Alaine,Labrie,1/5/1999
Eugène,Duhamel,10/13/1998
Pierre,Girard,11/15/2001
Véronique,Jalbert,4/3/2000
Burnell,Caisse,9/19/2002
Carolos,René,4/12/2004
Marcel,Goulet,12/8/2000
Eliot,Covillon,7/27/1997
Royce,Bordeleau,2/18/1998
Vernon,Bonsaint,1/5/2002
Olympia,Thériault,1/7/2002
Leala,Rousseau,3/13/2003
Martin,Plaisance,11/18/1997
Ancelote,Pitre,3/11/2004
Pierre,Neufville,3/30/2004
Alita,Moïse,2/18/2000
Galatee,Alexandre,6/1/1995
Amorette,Poirier,5/4/2002
Leverett,Foucault,3/29/1999
Dominique,Gingras,8/1/1995
Solaine,Laux,5/11/2003
Melisande,Sylvain,5/18/1998
Sacripant,Chassé,5/10/2000
Jay,Charrette,6/20/1996
Belle,Perrault,7/24/2001
Quennel,Saindon,9/16/1999
Amélie,Asselin,11/8/2004
Clarimunda,Lacharité,1/24/1997
Olivie,Tardif,5/21/1995
Linette,Guertin,1/23/2004
Alfred,Couturier,11/12/2000
Arnou,Bellemare,5/5/2000
Oliver,Adler,9/9/1997
Warrane,Gilbert,12/21/1996
Fleur,Chartré,8/23/1998
Clémence,Duperré,7/5/1998
Luce,Voisine,5/18/1998
Durandana,Barrientos,2/6/2004
Cendrillon,Gregoire,9/13/2002
Afrodille,Édouard,4/3/2001
Benjamin,Plante,9/9/2004
Aubrey,Bellemare,4/24/2002
Aceline,Sirois,1/6/2004
Latimer,Beaupré,3/7/2001
Leal,Jodion,4/28/2002
Amabella,Querry,10/20/2000
Ruby,Ruais,7/31/1998
Gano,Marseau,7/20/1996
Julienne,Brian,6/13/2004
Avenall,Parizeau,10/7/2002
Agathe,Lamontagne,12/2/2001
Alphonsine,Paiement,3/19/2003
Orane,Bergeron,6/13/2000
Christian,Therriault,11/14/2002
Pierpont,Denis,6/24/2003
Christian,Déziel,10/19/2001
Mallory,"Du Trieux",12/2/1996
Armina,Mousseau,12/25/1997
Somerville,Chaloux,2/20/2003
Jérôme,Casgrain,2/7/2003
Grégoire,Huot,2/2/1998
Jewel,Casgrain,1/21/1996
Mireille,Collin,6/1/1999
Caresse,Casgrain,8/28/1996
Sibyla,Lazure,5/18/2003
Christiane,Mailly,10/2/2003
Eglantine,Caya,5/14/2002
Etoile,Labrie,7/13/1998
Valentine,Laisné,4/15/1996
Dominique,Mazuret,1/24/2000
Gérard,Lemieux,12/19/2000
Ambra,Duffet,11/1/1998
Sidney,Pinette,5/18/1995
Nadine,Pouliotte,6/25/2000
Gaston,Beaulieu,5/4/2004
Odelette,Laisné,2/20/2000
Robinette,Favreau,6/29/2000
Zdenek,Pitre,3/28/1999
Eugène,Laurent,2/4/2004
Olympia,Bazinet,5/5/1999
Brigitte,Grimard,9/13/1995
Diane,Dupuis,9/27/2000
Madelene,Lanctot,8/24/1995
Comforte,Grimard,2/14/1997
Josette,Paquette,12/9/2001
Olivier,Brisette,1/14/2001
Gay,Lanoie,11/18/2002
André,Duplanty,12/12/1994
Lowell,Labrie,8/5/2002
Warrane,Quinn,5/24/1999
Granville,Aupry,11/16/2001
Constance,Quirion,8/2/2000
Vaden,Cyr,3/1/2000
Bertrand,Cotuand,2/10/2001
Julien,Mailloux,9/4/1996
Rosemarie,Bélanger,3/17/2003
Amarante,Dastous,4/9/2002
Orva,Benoit,7/21/2002
Pénélope,Audet,10/17/2002
Onfroi,Marcil,4/25/1999
Christian,Course,8/16/2004
Amedee,Morel,1/16/2004
Belda,Noël,11/14/1999
Agathe,Bazinet,4/19/2003
Pascal,Chaussée,7/3/1998
Fifi,Champagne,10/8/1995
Warrane,Rochefort,6/11/1997
Javier,Cartier,11/19/2003
Yvon,Grivois,8/6/1998
Henry,Couet,11/29/1997
Louise,Ailleboust,8/6/1999
Agnès,Marcheterre,1/5/2001
Langley,Charpentier,2/4/2001
Iven,Jacques,5/9/2000
Florus,Nadeau,9/1/1998
Théodore,Aucoin,5/31/2004
Aceline,Chandonnet,3/12/1995
Chandler,Larivière,4/21/1998
Adrienne,Durand,2/23/2001
Harcourt,Reault,9/5/1995
Nicole,Leroux,3/27/1998
Lowell,Boisvert,12/27/1995
Mirabelle,Fecteau,11/4/1996
Ninette,Faure,7/16/1997
Étienne,Bélanger,3/23/2001
Gustave,Primeau,4/1/2001
Daniel,Lemieux,9/8/1997
Lance,Morneau,8/20/2004
Merci,Narcisse,5/28/1997
Sidney,Pirouet,10/10/1998
Malagigi,René,6/9/2003
Gallia,Bisaillon,3/27/2000
Scoville,Fugère,9/20/2001
Clovis,Jacques,4/2/1999
Vail,Fouquet,12/5/1996
Hamilton,Lamy,2/25/2000
Guy,L'Anglais,10/28/1996
Étienne,Parent,2/12/2001
Lucille,Pirouet,2/26/1995
Audrey,Beaudry,5/1/1996
Pensee,Dumoulin,2/12/2002
Fantina,Austin,1/10/1997
Hardouin,Deblois,9/20/2001
Dreux,Coupart,9/25/1996
Geoffrey,Lajeunesse,4/25/1996
Vernon,Thériault,4/29/2004
Anne,Lepage,8/19/2003
Constance,Gervais,2/19/1996
Odelette,Rancourt,7/4/1999
Jeannine,Beaupré,10/15/1998
Huette,Bélair,8/15/2002
Lyle,Beaudry,9/19/2002
Susanne,Poisson,1/10/1998
Montague,Labelle,3/7/2000
Gustave,Gaulin,8/23/1996
Brigliador,Panetier,12/2/2001
Charlotte,Vincent,3/7/2001
Joanna,Mousseau,9/18/1998
Avenall,Majory,1/7/1996
Brice,Grandpré,1/5/1997
Faye,Garreau,5/6/1998
Bellamy,Desruisseaux,12/13/1994
Lucas,Archambault,11/19/2002
Vivienne,Lamour,8/3/2000
Charlotte,Couet,1/27/1997
Belda,Vadeboncoeur,10/12/1995
Dominique,Gilbert,3/15/2002
Leala,Richard,4/24/2003
Marlon,Bélanger,4/14/1997
Arianne,Loiseau,12/30/1998
Garland,St-Pierre,6/28/2004
Serge,Neufville,12/13/1998
Methena,Salmons,5/23/1995
Florismart,Benjamin,10/21/1995
Barry,Robitaille,8/25/2003
Percy,Martineau,5/18/1995
Dominic,Duranseau,7/16/2003
Cinderella,Couet,1/28/2002
Gemma,Boivin,7/9/2002
Hugues,Petit,11/12/1998
Amélie,Caisse,1/21/2004
Fabrice,Lacroix,5/8/1999
Joséphine,Duclos,7/18/2003
Florismart,Sacré,8/20/2003
Cheney,Lapierre,10/14/1998
Bruce,Francoeur,1/27/2004
Ranger,Melanson,6/13/1996
Charles,Jobin,7/21/2002
Aimé,Mousseau,10/24/1999
Astrid,Pitre,6/22/1998
Véronique,Neufville,8/5/1996
Tabor,Langelier,6/1/1998
Vallis,Beauchamps,12/9/2000
Albertine,L'Anglais,11/5/2003
Henry,Charbonneau,1/19/2004
Lucille,Duperré,8/6/1995
Vick,Raymond,6/18/2000
Karel,Déziel,11/10/2004
Roslyn,Lamare,7/13/1997
Anne,Jardine,9/19/2000
Toussaint,Charrette,4/30/1995
Hélène,Berger,3/10/2001
Chantal,Vertefeuille,10/12/2000
Amaury,Marier,3/19/2001
Harriette,Lanctot,2/27/2004
Luc,Boulanger,6/9/1995
Raina,Chesnay,8/18/2002
Lotye,Guérette,9/12/1995
Didiane,"de Launay",6/6/2002
Nicolette,Larivière,10/1/1998
Aubert,Lebel,9/21/2002
Robert,Melanson,1/10/1999
Aurélie,Desruisseaux,11/30/2000
Brigitte,Berthiaume,7/10/1998
Viollette,Busson,9/8/2001
Martin,Rocher,8/26/2004
Brunella,Boutot,6/15/1998
Travers,Cressac,7/20/1997
Odette,Sylvain,12/23/1999
Denise,Deschamps,12/12/1996
Yvon,Devoe,12/26/2000
Clovis,Givry,3/6/2003
Thibaut,Pelletier,6/3/1995
Donat,Marceau,7/5/2003
Sidney,Grandpré,2/13/2002
Garland,Fluet,2/5/2001
Marcelle,Chartré,12/29/1999
Henriette,Majory,2/17/1995
Fortun,Girard,2/8/2001
Océane,Paradis,5/21/2001
Ila,Raymond,7/18/1998
Magnolia,Joly,4/28/2002
Courtland,Godin,1/12/2000
Émile,"Des Meaux",9/30/1997
Coralie,Laforge,1/3/2000
Genevre,Rivière,10/8/1998
Antoine,Boulé,6/15/2000
Linette,Fugère,12/12/2003
Leverett,Chartré,8/18/2003
Noël,Gadbois,5/24/2004
Delphine,Josseaume,3/9/2003
Marlon,Laprise,11/11/2002
Françoise,Archambault,1/23/1995
Pansy,Boulanger,9/22/1996
Burkett,Pariseau,3/11/1999
Natalie,Mailhot,3/5/1997
Daniel,Dupéré,4/9/1996
Hugh,Bonsaint,4/26/2001
Quincy,Laforge,10/12/1999
Margaux,Bussière,7/8/2001
D'Arcy,Doyon,4/9/2004
Moore,LaGarde,10/7/1997
Pansy,Veronneau,9/11/2004
Ranger,Langlais,5/21/1999
Phillipa,Trottier,3/26/1998
Audric,Rodrigue,3/4/2002
Arianne,Gauthier,5/27/1998
Gabrielle,Blondlot,10/1/1998
Namo,Latourelle,4/17/1998
Ignace,Hachée,6/17/1996
Xavier,Boisvert,9/22/1997
Georgette,Briard,3/17/2003
Arber,Therrien,1/16/2001
Channing,Bisson,12/10/1997
Pomeroy,Lanteigne,11/18/1995
Ignace,Deblois,2/12/2003
Alain,Grondin,8/1/2002
Cheney,Lamothe,10/21/1999
Avent,Corbeil,7/16/2002
Thierry,Fremont,3/25/1997
Ogier,Lamy,8/29/1999
Alaine,Langlais,6/11/2002
Sennet,Narcisse,3/14/2003
Paul,Sylvain,1/31/1996
Clementine,Bourque,5/17/2002
Neville,Hervieux,7/3/2003
Clémence,Brochu,4/17/2001
Joséphine,Pariseau,10/2/1997
Zurie,Mousseau,11/17/2003
Aiglentina,Frappier,7/5/1996
Benjamin,Gabriaux,7/1/1998
Éric,Leclerc,11/20/1997
Matilda,Giguère,4/26/1998
Orson,Thivierge,10/8/1998
Amélie,Reault,3/26/1997
Faustin,Quirion,12/14/1996
Fanette,Foucault,5/22/1998
Laverne,Lavallée,1/8/1995
Peverell,Souplet,4/19/1997
Bernard,St-Jean,5/29/2004
Royden,Tremblay,5/13/2000
Gaetane,Chaussée,5/5/1997
Aurélie,Déziel,11/25/1996
Sidney,Joly,4/24/1999
Guillaume,Labonté,9/13/2001
Avril,Loiseau,2/21/1998
Millicent,Chabot,11/2/2003
Élodie,Laisné,2/20/1999
Artus,Perrault,12/30/1996
Arridano,Bourget,5/16/1997
Algernon,Beauchamps,10/30/1998
Gaston,Mailhot,10/30/1995
Sébastien,Chrétien,4/23/1998
Dorothée,Fournier,3/13/1995
Jeannine,Lemieux,3/13/2002
Florence,Chartré,12/6/2000
Norris,Lampron,1/26/2003
Matthieu,Petrie,4/9/1995
Pierrette,Joly,5/17/2003
Gay,Gingras,8/11/2002
Alexis,Abril,1/20/2000
Noelle,Allain,2/2/1999
Logistilla,Monty,11/19/1998
Donat,Deniger,6/10/1997
Ophelia,Allard,4/10/1996
Leverett,Marois,2/14/1999
Tempeste,Casgrain,7/20/2000
Brie,Charest,12/20/1995
Parfait,Rochefort,11/8/2000
Corette,Guernon,5/18/2003
Honore,Vaillancourt,8/5/2000
Chappell,Collin,7/4/2004
Ranger,Thibault,10/15/2003
Cammile,Champagne,8/5/2002
Olivier,Goulet,5/26/1998
Bruce,Chassé,2/17/2002
Sargent,Desnoyers,6/7/1999
Granville,Chevrette,12/12/1999
Aiglentina,Chalut,6/6/1995
Cammile,Barteaux,10/15/2001
Raina,Morin,9/27/2001
Harbin,Adler,7/5/2003
Fanette,St-Jean,2/2/2000
Vignette,Morel,4/22/1998
Brice,Doucet,6/20/2003
Laurent,Chatigny,12/6/1999
Fabienne,Belisle,12/23/2001
Dominique,Lacharité,8/9/2002
Parfait,Duval,7/27/1997
Loring,Berie,4/1/1999
France,Cuillerier,10/29/2002
Leone,Saindon,6/13/2003
Claude,DeGrasse,12/22/2001
Denis,Fréchette,4/3/2002
Algernon,Grandpré,5/9/2004
Alexis,Caouette,1/26/2003
Damiane,Brousse,5/4/2000
Chantal,Chalut,1/22/2003
Rabican,Bondy,12/29/1995
Forrest,Rivière,7/12/2001
Tearlach,Charron,11/15/2004
Cerise,Séguin,6/26/1997
Luce,Lalonde,8/30/2000
Etoile,Deserres,3/16/2004
Ranger,Grandbois,9/7/1997
Villette,Chabot,8/3/1998
Hilaire,Reault,9/16/1997
Guy,Chabot,11/1/2002
Matilda,Lagueux,1/23/2004
Alexis,Couture,10/7/1999
Talon,Morin,2/25/2002
Porter,Berthelette,7/19/2001
Robinette,Bondy,11/1/1999
Martin,Batard,3/28/2002
Édith,Fecteau,9/2/2001
Florence,Morneau,5/3/1998
Leroy,Charrette,9/28/2000
Laure,Boulé,8/22/1996
Zurie,Duhamel,1/18/1997
Michel,Dionne,11/20/1997
Bradamate,Dennis,2/22/1995
Percy,Salois,9/8/1997
Melusina,Belisle,12/2/1997
Gill,Pariseau,5/25/2002
Maslin,Reault,4/27/2001
Juliette,Fréchette,5/29/1997
Geoffrey,Champagne,7/25/1998
Richard,Ayot,5/5/2001
Lucas,Giguère,4/7/2003
Laurette,Beaudouin,2/7/1998
Esperanza,Dubois,2/19/1996
Edmee,St-Pierre,9/28/2001
Melusina,Souplet,8/16/1995
Somer,Lepage,3/15/1999
Pierre,Duranseau,2/14/1995
Thiery,Boisvert,12/4/1995
Florus,Beaujolie,9/28/2000
Angelique,Hervieux,7/30/1997
Donat,Austin,1/12/1999
Seymour,Lefèbvre,12/13/1996
Hugh,Simon,3/6/2003
Marphisa,Lépicier,7/17/1997
Bertrand,Doucet,3/28/1997
Anne,Garreau,5/28/1995
Zurie,Hervieux,3/29/1998
Fortun,Phaneuf,5/5/2000
Amedee,Arcouet,9/6/1999
Marjolaine,Paquin,5/15/2002
Senapus,Benjamin,10/2/1998
Frédérique,Gauvin,1/29/2003
Fitz,Coudert,6/2/2000
Dalmace,Paré,5/10/1996
Claude,Ruel,9/12/2002
Alain,Lavoie,9/27/2002
Adèle,Giroux,11/17/2001
Turner,Mercure,11/7/2002
Michèle,Ayot,11/29/1996
Inès,Marceau,6/14/2000
Gustave,Boucher,8/4/2003
Delmar,Allard,11/11/1997
Edmee,Lamour,11/6/2003
Auguste,Bérubé,3/3/1996
Afrodille,Patry,10/9/2000
Lirienne,Veilleux,10/28/2003
Comforte,Rochon,6/21/1996
Pascal,Laliberté,5/30/1995
Patience,Grimard,9/17/1995
Iven,Laramée,6/25/1999
Thierry,Viens,3/10/2002
Hugh,Faucher,12/14/1999
Orson,Deschênes,4/4/2004
Fayme,Cinq-Mars,5/9/2004
Ophelia,Beauchamp,9/16/1999
Somerville,Rousseau,10/29/1998
Natalie,Lampron,10/31/2000
Loyal,Couture,5/12/1998
Ninette,Fouquet,2/4/2001
Bruno,Caya,1/21/1998
Christine,Lemelin,5/26/2001
Robert,Mireault,3/1/2004
Eliot,Riel,7/16/2000
Isabelle,Bernard,4/28/2001
Landers,Boncoeur,12/4/1999
Étienne,Plante,10/27/1995
Yolette,Vaillancour,8/4/2002
Nicholas,Jobin,3/22/2002
Charles,Lepage,12/10/2002
Lundy,Carrière,8/5/1995
Thiery,Levasseur,7/26/1997
Quincy,Bordeleau,11/13/2000
Gradasso,Auger,1/22/1998
Esmeraude,Querry,11/25/2003
Christophe,Tessier,9/13/1997
Ferragus,Soucy,8/3/2000
Joy,Desruisseaux,10/8/1998
Donatien,Desaulniers,5/8/1996
Nicholas,Laurent,8/20/1995
Frédéric,Moreau,1/23/2003
Morgana,Arpin,12/21/2001
Marguerite,L'Anglais,3/20/1996
Liane,Sacré,8/5/2002
Roxanne,Perreault,7/29/2004
Sidney,Ruais,4/26/1996
Élisabeth,Sevier,7/25/2003
Russell,Hachée,8/10/2004
Brunella,Cormier,8/28/1997
Hélène,Lefèbvre,10/9/2004
Parfait,Chevrette,1/16/1995
Gilles,Lanoie,5/22/1999
Laetitia,Corbeil,7/4/2002
Erembourg,Allaire,2/2/2003
Auriville,Lapresse,7/4/1997
Bevis,Batard,12/5/1994
Angelique,Boucher,2/28/2004
Belle,Lafrenière,4/15/2004
Galatee,Bériault,2/9/1999
Michel,Simon,6/21/2002
Pénélope,Poirier,9/1/1996
Christelle,Beaudoin,5/21/2000
Bellamy,Gingras,1/24/1998
Eulalie,Rossignol,5/15/1995
Blanchefle,Lachance,8/26/2004
Ray,Pariseau,10/9/2003
Denis,Croteau,3/30/1995
Musette,Thibault,1/8/2002
Armina,Tardif,12/22/1999
Raoul,Goudreau,9/25/1997
Laurette,Pichette,12/7/1997
Henri,Bienvenue,9/17/1999
Gallia,Larocque,8/24/2001
Stéphanie,Tougas,2/22/1996
Ogier,Margand,10/16/1997
Langley,Bisson,1/31/2004
Hugues,Lépicier,5/27/2003
Léon,Miron,1/12/1997
Talbot,Charlebois,2/13/2002
Pansy,Bourgeois,12/4/2000
Eugène,Tougas,12/30/1995
Jolie,"de Brisay",5/30/1995
Clarimunda,Émond,11/14/2004
Ophelia,Dupont,8/6/1998
Juliette,Tessier,1/30/2000
Jesper,Blais,12/23/1995
Mercer,Savoie,8/15/1997
Constance,Pelchat,1/31/1998
Camille,Lafontaine,8/29/2000
Dorothée,Giroux,5/7/1997
Albertine,Jomphe,12/6/1994
Françoise,Souplet,11/29/2000
Bartlett,Barteaux,1/12/1996
Patience,Beauchesne,2/27/1999
Tabor,Bouchard,10/4/2000
Claude,Dupuy,2/13/1996
"La Roux",Binet,1/18/2002
Talon,Daviau,6/23/1999
Zerbino,Morin,7/21/2003
Senior,Gendron,5/20/2004
Avice,Lefèbvre,7/5/2004
Jewel,Desaulniers,7/6/1998
Audric,Dubeau,7/11/2004
Fleur,Baron,8/21/1996
Arber,Bédard,4/8/2003
Zacharie,Despins,11/9/1996
Gabriel,Lamare,8/27/1997
Laurette,Carignan,8/11/2004
Christabel,Marcheterre,6/27/2004
Émilie,Maheu,5/31/2000
Annot,Sarrazin,9/21/1995
Tyson,Daviau,9/23/2001
Donatien,Chalifour,1/27/2001
Logistilla,Saucier,4/20/2001
Azura,Chatigny,9/26/2004
Hilaire,Saucier,5/3/2001
Arienne,Paiement,2/19/2004
Belda,Majory,10/13/2001
Jacques,Ratté,4/25/1997
Davet,Laboissonnière,6/12/1999
Benjamin,Bourgeau,12/18/1994
Sumner,Lazure,12/16/2003
Christine,Vertefeuille,11/11/1998
Arridano,Tremblay,12/24/1997
D'Arcy,Pépin,9/8/2001
Jeanette,Artois,3/31/2002
Emmanuelle,Leduc,5/4/1998
Senior,Bonnet,5/16/1998
Bernadette,Laisné,5/26/2004
Alphonsine,Rivière,10/19/1997
Hélène,Goddu,6/3/2000
Eulalie,Crête,10/12/1996
Florus,Duranseau,12/31/1994
Orlene,Dupuis,8/4/1995
Guillaume,Bellefeuille,11/22/1996
Vernon,Robitaille,10/29/2001
Pansy,Audibert,5/28/1996
Pinabel,Séguin,4/15/2004
Victor,Garcia,10/21/2000
Esmeraude,Bédard,7/4/2000
Mireille,D'Avis,12/2/1995
Arianne,Hughes,3/27/1996
Germain,Rhéaume,9/8/2004
Louis,Garceau,5/17/2000
Geneviève,Dubois,2/15/2001
Florismart,Couet,8/25/2002
Leverett,Marcheterre,2/15/2004
Georgette,Faure,8/22/2002
Matilda,Mireault,1/5/1999
Byron,Poissonnier,7/17/2000
Faustin,Legault,7/22/2002
Gilbert,Desilets,10/19/2001
Leverett,Martin,7/2/2002
Charlotte,Fortier,5/4/1998
Belda,Dubois,11/3/2002
Arber,Poirier,9/7/2000
Ogier,Martin,8/23/2001
Royden,Jacques,10/1/1998
Lucille,Monrency,2/1/1997
Beaufort,Huard,8/24/1998
Belda,Pelletier,2/11/1999
Jérôme,Gilbert,10/29/1999
Aloin,Dennis,6/6/1997
Donat,Deblois,12/9/2003
Eugenia,Viens,1/29/1996
Clementine,Villeneuve,6/30/1999
Albracca,Rouleau,5/13/1998
Aubin,Goddu,2/14/1997
Russell,Michel,3/20/1999
Florus,L'Hiver,3/3/2003
Ila,Fresne,6/8/2001
Mariette,Lussier,12/30/1995
Amitee,Perillard,11/24/1998
Mignonette,Garreau,12/28/1994
Victoire,Thériault,6/29/2000
Zurie,Desilets,6/24/1998
Apolline,Fournier,10/8/1997
Mireille,Lanctot,8/20/2002
Suzette,Huot,12/5/1995
Comforte,Gosselin,12/19/2003
Crescent,Charest,9/22/1996
Fiacre,Leblanc,10/18/1996
Archaimbau,LaCaille,1/22/1997
David,Parenteau,5/13/1996
Bernard,Renaud,6/29/1995
Logistilla,Latourelle,3/16/1999
Noël,Simon,9/27/2002
Claude,Artois,10/2/1999
Océane,Lapointe,8/25/2001
Roux,Lamarre,3/23/2001
Auda,Laramée,5/8/1995
Antoinette,Brisette,12/14/1994
Olivie,Rochefort,11/19/1997
Moore,Rochefort,5/19/2001
Auda,Monjeau,6/12/2004
Lundy,Fluet,11/17/2003
Honoré,Sanschagrin,1/9/1997
Michel,Gousse,8/19/1999
Rive,Babin,10/20/1997
Turner,Duplanty,9/9/2003
Babette,Lanteigne,10/27/2000
Cloridan,Mazuret,6/1/1999
Pryor,Lebrun,4/7/2000
Julien,Chauvin,9/23/1997
Antoinette,Querry,9/11/1995
Delphine,Gougeon,5/7/1997
Martine,Bouchard,10/5/1996
Avent,Couture,6/27/2002
Dalmace,Picard,2/18/2001
Babette,Beauchesne,8/25/2003
Maurice,Lafrenière,12/3/1998
Onfroi,Poissonnier,8/4/1995
Davet,Jacques,4/10/1996
Fabrice,Norbert,8/23/2002
Tyson,Lambert,7/4/1999
Alita,Daigle,6/3/1995
Merci,Lamy,1/13/1999
Sargent,Saucier,7/6/2002
Langley,Quessy,10/30/2000
Brigliador,Nadeau,5/16/1998
Lyle,Aubé,12/1/1994
Roger,Bonami,12/2/1997
Agate,Douffet,3/18/2000
Onfroi,Gabriaux,6/13/1997
Ferrau,Patenaude,8/25/2003
Somerville,Tétrault,2/10/1995
Hedvige,Brunault,9/1/2001
Forrest,Alexandre,5/15/1996
Dorothée,Parent,10/21/2001
Ranger,Noël,8/16/1995
Ranger,Blanc,7/15/2000
Claude,Desnoyers,7/11/2001
Melusina,Denis,11/21/2002
Prewitt,Beaudoin,4/15/1996
Harcourt,Robitaille,12/13/1999
Brie,D'Aoust,11/2/1997
Onfroi,Boisvert,7/12/1997
Clarice,Joly,12/19/2000
Laure,Thivierge,11/5/1997
Eloise,Baron,8/10/2004
Travers,Lapointe,1/11/2000
Granville,Lambert,6/13/2003
Jessamine,Bonsaint,8/12/1998
Chandler,D'Avis,3/23/1995
Vallis,Authier,6/27/2000
Lirienne,Busson,7/9/2002
Zdenek,Boutot,1/24/1997
Fifi,Tachel,8/25/1997
Sumner,Achin,11/11/1998
Marshall,Charest,11/15/1997
Raoul,Franchet,7/30/1997
Élodie,Courtois,9/20/1996
Mason,Thériault,4/15/1995
Denise,Baril,11/27/2000
Xarles,Leroux,10/9/1998
Garland,Gamelin,8/1/2000
Joseph,Marleau,2/20/2000
Norris,Pouchard,11/19/1995
Aurore,Lacombe,5/12/1997
Morgana,Roy,3/22/1996
Merci,Dufour,7/16/1999
Dominique,Busque,1/9/1996
Corinne,Guernon,5/12/1999
Jay,Marcil,8/10/2000
Sacripant,Bonami,2/6/1998
Ansel,Busson,6/25/2002
Searlait,Lamy,4/27/1997
Thierry,Provencher,3/22/1997
Catherine,Racicot,9/1/1995
Pierpont,Daviau,8/29/2001
Clarice,Deslauriers,2/28/1997
Guy,"De La Vergne",8/27/2003
Odette,Dagenais,12/1/1998
Clarimunda,Barjavel,11/2/2004
Arno,Saindon,5/25/1997
Agrican,Fresne,10/21/2003
Cammile,Brian,8/24/2004
Bellamy,Dubeau,1/5/2002
Ancelina,Archambault,2/1/1996
Malagigi,Croquetaigne,3/30/2000
Pierre,Goudreau,12/28/1999
Marlon,Robert,10/7/1998
Dominique,Rouleau,6/9/1997
Eulalie,Charpentier,12/27/1995
Heloise,Gabriaux,10/17/1998
Anastasie,Mireault,9/3/1995
Anastasie,Monjeau,7/6/1997
Verrill,Boisclair,5/20/1995
Slainie,Guédry,5/23/1995
Arthur,Austin,6/16/1995
Charmaine,Brousseau,12/30/2000
Luce,Dumont,2/9/1999
Curtis,Lemaître,7/1/2000
Henriette,Drouin,6/25/1996
Alfred,Quenneville,7/10/1996
Rosamonde,Beaulieu,10/31/2002
Georges,Routhier,1/4/1998
Bruce,Martin,3/6/1998
Sylvie,Lafrenière,6/2/1996
Tabor,Desaulniers,6/17/2000
Fayme,Berger,7/19/1995
Agate,Desaulniers,2/21/2003
Arridano,Audibert,6/16/2001
Clémence,Lebrun,2/24/1996
Yseult,Dastous,2/15/1996
Forrest,Perillard,11/12/2001
Arthur,Brunault,3/16/2002
Robinette,Ruest,12/14/1996
Heloise,Ruest,9/27/1997
Monique,Bureau,3/22/2003
Stéphanie,Gour,3/12/1997
Henriette,Barrière,4/21/1995
Orville,Grignon,3/6/2001
Belle,Richer,6/25/2004
Jeanette,Deschamps,5/30/1998
Thomas,Beaulieu,5/23/2000
Amitee,Rouze,5/1/2002
